,originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalCredits,titleType,canHaveEpisodes,numRegions,countryOfOrigin,genres,ratingNum,numGenres,criticReviewsRatio,awardsAndNominations,hasVideos,moreCountriesOfOrigin
8388,Bitch,"(5, 6]",2013,1.3862943611198906,4.0943445622221,0.6931471805599453,3.4011973816621555,short,False,1.0986122886681098,['US'],"['Comedy', 'Music', 'Short']",6,3,0.0,False,False,False
8389,Cin-E-Rama,"(8, 9]",2023,3.4011973816621555,4.465908118654584,2.302585092994046,3.6888794541139363,short,False,0.6931471805599453,['PK'],"['Drama', 'Musical', 'Romance']",9,3,0.0,True,False,False
8390,Kôshoku kazoku: Kitsune to tanuki,"(5, 6]",1972,4.290459441148391,2.6390573296152584,0.6931471805599453,3.091042453358316,movie,False,1.791759469228055,['JP'],['Comedy'],6,1,0.0,False,False,False
8391,Vitaphone Pictorial Revue (Series 2) #6,"(4, 5]",1938,2.3978952727983707,3.8066624897703196,0.0,2.70805020110221,short,False,0.6931471805599453,['US'],"['Documentary', 'Short']",5,2,0.0,False,False,False
8392,Ramayan: Part 2,"(8, 9]",1989,3.713572066704308,2.0794415416798357,0.0,3.9318256327243257,tvEpisode,False,0.6931471805599453,['IN'],['History'],9,1,1.0,False,False,False
8393,Hiev up,"(5, 6]",1978,4.465908118654584,2.8903717578961645,1.791759469228055,3.8918202981106265,movie,False,1.6094379124341003,['DDDE'],['Comedy'],6,1,0.0,False,False,False
8394,The Battlefield,"(7, 8]",1998,4.110873864173311,4.762173934797756,0.0,4.7535901911063645,tvEpisode,False,0.6931471805599453,['US'],"['Crime', 'Drama', 'Mystery']",8,3,0.0,False,False,False
8395,The Legendary Guardian God: Exodia Revives!,"(8, 9]",2004,3.713572066704308,3.258096538021482,0.0,2.3978952727983707,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Adventure', 'Animation']",9,3,0.0,False,False,False
8396,Martyris,"(7, 8]",2010,2.1972245773362196,4.007333185232471,1.3862943611198906,2.3978952727983707,short,False,0.6931471805599453,['MX'],"['Animation', 'Drama', 'Short']",8,3,0.0,True,False,False
8397,Blazing Bajirao,"(3, 4]",2015,2.833213344056216,2.833213344056216,0.0,1.9459101490553132,videoGame,False,0.6931471805599453,['IN'],['History'],4,1,0.0,False,True,False
8398,Episode #36.64,"(7, 8]",2019,3.713572066704308,2.0794415416798357,0.0,3.4657359027997265,tvEpisode,False,2.0794415416798357,['US'],['Game-Show'],8,1,0.0,False,False,False
8399,Karaoke,"(6, 7]",2004,1.9459101490553132,2.833213344056216,0.0,2.302585092994046,short,False,0.6931471805599453,['FI'],"['Animation', 'Short']",7,2,0.0,True,False,False
8400,Ich und er,"(4, 5]",1988,4.543294782270004,6.434546518787453,2.70805020110221,4.61512051684126,movie,False,3.1354942159291497,"['XWG', 'US', 'GB']","['Comedy', 'Fantasy']",5,2,0.375,True,False,True
8401,Bian cheng lang zi,"(5, 6]",1993,4.499809670330265,4.718498871295094,5.049856007249537,4.248495242049359,movie,False,1.9459101490553132,"['HK', 'TW']","['Action', 'Drama', 'Mystery']",6,3,0.42857142857142855,False,False,True
8402,Steel Heel,"(1, 2]",1993,4.564348191467836,2.1972245773362196,1.6094379124341003,2.3978952727983707,movie,False,1.0986122886681098,['US'],"['Action', 'Drama']",2,2,0.0,False,False,False
8403,Unreal World,"(6, 7]",1995,3.828641396489095,5.043425116919247,0.6931471805599453,4.6913478822291435,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Romance']",7,2,0.0,False,False,False
8404,Shtey dakot miparadis,"(6, 7]",2002,3.9318256327243257,2.302585092994046,0.6931471805599453,2.3978952727983707,tvMovie,False,0.6931471805599453,['IL'],['Comedy'],7,1,0.0,False,False,False
8405,Philadelphia,"(7, 8]",1993,4.51085950651685,12.474579543795894,4.30406509320417,5.823045895483019,movie,False,3.828641396489095,['US'],['Drama'],8,1,0.1491442542787286,True,True,False
8406,Der Mustervater 2 - Opa allein zu Haus,"(6, 7]",2007,4.465908118654584,2.833213344056216,0.0,3.970291913552122,tvMovie,False,0.6931471805599453,['DE'],['Comedy'],7,1,0.0,False,False,False
8407,Mech Commander,"(8, 9]",1998,3.273392705380262,3.8918202981106265,1.0986122886681098,3.912023005428146,videoGame,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Sci-Fi']",9,3,0.0,False,False,False
8408,Environmental Film,"(6, 7]",1996,2.772588722239781,2.772588722239781,0.0,1.9459101490553132,video,False,0.6931471805599453,['GB'],"['Documentary', 'Short']",7,2,0.0,False,False,False
8409,The Little Kidnappers,"(5, 6]",1990,4.532599493153256,6.0330862217988015,3.5553480614894135,4.330733340286331,tvMovie,False,2.70805020110221,['CA'],"['Crime', 'Drama']",6,2,0.0,True,False,False
8410,Show #598 - Haralds Sprachkurs Österreichisch,"(7, 8]",1999,3.713572066704308,2.70805020110221,0.0,2.0794415416798357,tvEpisode,False,0.6931471805599453,['DE'],"['Comedy', 'Talk-Show']",8,2,0.0,False,False,False
8411,When Do I Start?,"(8, 9]",2011,2.5649493574615367,1.791759469228055,0.6931471805599453,2.8903717578961645,short,False,0.6931471805599453,['US'],"['Comedy', 'Short']",9,2,0.0,False,False,False
8412,Who is Lun*na Menoh?,"(8, 9]",2021,4.406719247264253,1.9459101490553132,2.4849066497880004,3.970291913552122,movie,False,0.6931471805599453,['US'],['Documentary'],9,1,0.0,True,False,False
8413,Jigoku shôjo: Mitsuganae,"(7, 8]",2008,3.4657359027997265,5.771441123130016,6.267200548541362,4.820281565605037,tvSeries,True,2.1972245773362196,['JP'],"['Animation', 'Drama', 'Family']",8,3,0.0,False,False,False
8414,Lost in Perfection,"(6, 7]",2023,4.51085950651685,6.1463292576688975,1.9459101490553132,3.044522437723423,movie,False,2.5649493574615367,['TW'],"['Crime', 'Drama', 'Thriller']",7,3,0.7142857142857143,False,False,False
8415,S.O.S. Emergência,"(6, 7]",2010,3.4339872044851463,3.4339872044851463,1.0986122886681098,5.204006687076795,tvSeries,True,0.6931471805599453,['BR'],['Comedy'],7,1,0.0,True,False,False
8416,BET Her Presents... Becoming: Michelle Obama in Conversation,"(6, 7]",2022,4.110873864173311,2.6390573296152584,0.6931471805599453,1.3862943611198906,tvSpecial,False,0.6931471805599453,['US'],['Comedy'],7,1,0.0,False,False,False
8417,South Beach,"(8, 9]",1993,4.110873864173311,4.804021044733257,1.791759469228055,4.912654885736052,tvSeries,True,1.791759469228055,['US'],"['Crime', 'Drama']",9,2,0.0,False,False,False
8418,Two for Three,"(8, 9]",2008,4.418840607796598,2.302585092994046,1.6094379124341003,2.833213344056216,movie,False,0.6931471805599453,['US'],['Drama'],9,1,0.0,False,False,False
8419,Small Surprises,"(7, 8]",1980,3.713572066704308,3.8066624897703196,1.3862943611198906,4.127134385045092,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Romance']",8,2,0.0,False,True,False
8420,Juventud drogada,"(4, 5]",1977,4.51085950651685,3.970291913552122,0.6931471805599453,3.6635616461296463,movie,False,0.6931471805599453,['ES'],['Drama'],5,1,0.0,False,False,False
8421,En liten julsaga,"(6, 7]",1999,4.07753744390572,5.220355825078324,0.6931471805599453,4.343805421853684,movie,False,2.0794415416798357,"['SE', 'FI']",['Family'],7,1,0.6666666666666666,True,False,True
8422,Les femmes sont marrantes...,"(5, 6]",1958,4.330733340286331,3.091042453358316,0.6931471805599453,3.4965075614664802,movie,False,1.791759469228055,['FR'],['Comedy'],6,1,0.0,False,False,False
8423,Vision,"(6, 7]",2004,3.713572066704308,4.174387269895637,0.6931471805599453,4.955827057601261,tvEpisode,False,0.6931471805599453,['US'],['Reality-TV'],7,1,0.0,False,False,False
8424,The BRIT Awards 2018,"(6, 7]",2018,4.110873864173311,3.044522437723423,1.6094379124341003,4.23410650459726,tvSpecial,False,0.6931471805599453,['GB'],['Music'],7,1,0.0,False,False,False
8425,Agar... If,"(6, 7]",1977,4.90527477843843,3.6635616461296463,0.6931471805599453,3.332204510175204,movie,False,0.6931471805599453,['IN'],['Drama'],7,1,0.0,False,False,False
8426,Pastime,"(7, 8]",2019,2.5649493574615367,2.772588722239781,1.9459101490553132,2.772588722239781,short,False,0.6931471805599453,['US'],['Short'],8,1,0.0,False,False,False
8427,Ubohý pan Kufalt,"(8, 9]",1981,5.225746673713202,3.2188758248682006,1.6094379124341003,3.4339872044851463,tvMovie,False,1.0986122886681098,['CSHH'],"['Comedy', 'Crime', 'Drama']",9,3,0.0,False,False,False
8428,Ani Yerushalmi,"(7, 8]",1971,4.51085950651685,3.091042453358316,1.0986122886681098,2.4849066497880004,movie,False,1.6094379124341003,['IL'],"['Documentary', 'Musical']",8,2,0.0,False,False,False
8429,TryLife,"(8, 9]",2012,3.4657359027997265,3.4965075614664802,2.302585092994046,5.484796933490655,tvSeries,True,0.6931471805599453,['GB'],['Drama'],9,1,0.0,False,False,False
8430,Mahakaal,"(3, 4]",2008,4.51085950651685,3.1780538303479458,0.0,2.70805020110221,movie,False,0.6931471805599453,['IN'],['Action'],4,1,0.0,False,False,False
8431,Beat the Chasers,"(7, 8]",2020,4.110873864173311,5.393627546352362,1.9459101490553132,5.198497031265826,tvSeries,True,1.6094379124341003,['GB'],['Game-Show'],8,1,0.0,True,False,False
8432,De Jacht op De Mocro-Maffia,"(7, 8]",2020,4.110873864173311,4.442651256490317,0.6931471805599453,1.3862943611198906,tvMiniSeries,True,1.0986122886681098,['NL'],"['Crime', 'Documentary']",8,2,0.0,False,False,False
8433,Journey Into Fear,"(6, 7]",1943,4.23410650459726,8.476996001664824,4.736198448394496,4.219507705176107,movie,False,3.2188758248682006,['US'],"['Drama', 'Film-Noir', 'Thriller']",7,3,0.26666666666666666,False,False,False
8434,Julie and the Cadillacs,"(5, 6]",1999,4.634728988229636,4.219507705176107,1.0986122886681098,4.9344739331306915,movie,False,1.0986122886681098,['GB'],"['Music', 'Romance']",6,2,0.0,False,False,False
8435,Redeeming Jimmy,"(8, 9]",1996,3.713572066704308,4.465908118654584,0.0,4.553876891600541,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Romance']",9,2,0.0,False,False,False
8436,Ancient Mysteries of the Lost World,"(5, 6]",2015,5.3981627015177525,2.6390573296152584,0.6931471805599453,1.6094379124341003,video,False,0.6931471805599453,['US'],['Documentary'],6,1,0.0,False,False,False
8437,Quimby Exchange,"(6, 7]",1983,3.1780538303479458,4.3694478524670215,0.6931471805599453,4.804021044733257,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Animation']",7,3,0.0,False,False,False
8438,Death in Deep Water,"(6, 7]",1975,4.30406509320417,4.77912349311153,2.5649493574615367,3.367295829986474,tvEpisode,False,0.6931471805599453,['GB'],"['Crime', 'Drama', 'Fantasy']",7,3,0.1111111111111111,False,False,False
8439,Pinnacle,"(7, 8]",2007,3.713572066704308,3.871201010907891,0.6931471805599453,4.48863636973214,tvEpisode,False,0.6931471805599453,['GB'],"['Crime', 'Drama', 'Mystery']",8,3,0.0,False,False,False
8440,The Cruise,"(8, 9]",1986,3.713572066704308,2.6390573296152584,0.6931471805599453,2.4849066497880004,tvEpisode,False,0.6931471805599453,['AU'],['Comedy'],9,1,0.0,False,False,False
8441,Bernado De Pace,"(6, 7]",1927,2.0794415416798357,4.02535169073515,0.0,0.6931471805599453,short,False,0.6931471805599453,['US'],"['Musical', 'Short']",7,2,0.0,False,False,False
8442,The Best Men,"(6, 7]",2007,2.5649493574615367,5.805134968916488,1.0986122886681098,3.7612001156935624,short,False,1.3862943611198906,['US'],"['Drama', 'Short']",7,2,0.2,True,False,False
8443,Jackson's Wharf,"(6, 7]",1999,3.4657359027997265,3.332204510175204,0.6931471805599453,5.14166355650266,tvSeries,True,0.6931471805599453,['NZ'],['Drama'],7,1,0.0,False,False,False
8444,Night Out,"(8, 9]",2019,4.762173934797756,3.044522437723423,3.295836866004329,2.70805020110221,movie,False,1.6094379124341003,['IN'],"['Comedy', 'Thriller']",9,2,0.0,False,True,False
8445,Harim-e mehrvarzi,"(4, 5]",1987,4.51085950651685,2.70805020110221,1.6094379124341003,2.8903717578961645,movie,False,1.0986122886681098,['IR'],['Drama'],5,1,0.0,False,False,False
8446,Diamond Cut Diamond,"(5, 6]",1912,2.70805020110221,3.1780538303479458,0.6931471805599453,2.0794415416798357,short,False,0.6931471805599453,['US'],"['Comedy', 'Short']",6,2,0.0,False,False,False
8447,Der Sprung ins Leben,"(5, 6]",1924,4.51085950651685,2.833213344056216,1.3862943611198906,3.091042453358316,movie,False,1.6094379124341003,['DE'],['Drama'],6,1,0.0,False,False,False
8448,Collision Course,"(7, 8]",1973,4.110873864173311,4.07753744390572,0.6931471805599453,4.02535169073515,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Crime', 'Drama']",8,3,0.0,False,False,False
8449,Juiskers II: The Sequel with No Prequel,"(8, 9]",2006,4.820281565605037,3.091042453358316,0.0,3.2188758248682006,movie,False,0.6931471805599453,['US'],['Comedy'],9,1,0.0,False,False,False
8450,Vom Himmel gefallen,"(6, 7]",1955,4.465908118654584,3.332204510175204,1.9459101490553132,3.5553480614894135,movie,False,2.302585092994046,['XWG'],['Comedy'],7,1,0.0,False,False,False
8451,"Queen: Magic Years, Volume Three - A Visual Anthology","(8, 9]",1987,4.51085950651685,4.68213122712422,1.0986122886681098,4.343805421853684,movie,False,0.6931471805599453,"['GB', 'CA', 'AT']","['Documentary', 'Music']",9,2,0.0,False,False,True
8452,America Express,"(8, 9]",2023,3.4657359027997265,4.465908118654584,3.258096538021482,3.784189633918261,tvSeries,True,1.791759469228055,['RO'],['Reality-TV'],9,1,0.0,False,False,False
8453,Blitzø VS Grandpa,"(8, 9]",2023,1.0986122886681098,3.7612001156935624,0.6931471805599453,1.9459101490553132,short,False,0.6931471805599453,['US'],"['Comedy', 'Short']",9,2,0.0,False,False,False
8454,Bushworld Adventures,"(7, 8]",2018,2.4849066497880004,7.398174092970465,3.258096538021482,3.6375861597263857,tvShort,False,1.3862943611198906,"['AU', 'US']","['Animation', 'Comedy', 'Short']",8,3,0.0,False,False,True
8455,Witte tanden,"(8, 9]",2004,3.713572066704308,2.0794415416798357,0.0,2.6390573296152584,tvEpisode,False,0.6931471805599453,['NL'],['Documentary'],9,1,0.0,False,False,False
8456,Historia Clinica,"(8, 9]",2012,4.110873864173311,3.091042453358316,1.791759469228055,5.267858159063328,tvMiniSeries,True,0.6931471805599453,['AR'],['Biography'],9,1,0.0,False,False,False
8457,Flyvende farmor,"(5, 6]",2001,4.51085950651685,6.042632833682381,2.3978952727983707,4.2626798770413155,movie,False,1.3862943611198906,['DK'],"['Adventure', 'Family', 'Musical']",6,3,0.4444444444444444,True,False,False
8458,Rikugun hayabusa sentotai,"(7, 8]",1969,4.51085950651685,3.6375861597263857,0.6931471805599453,3.9318256327243257,movie,False,1.3862943611198906,['JP'],"['Drama', 'War']",8,2,0.0,False,False,False
8459,Total War: Warhammer II,"(8, 9]",2017,3.273392705380262,5.963579343618446,1.3862943611198906,5.003946305945459,videoGame,False,1.3862943611198906,"['GB', 'US']","['Action', 'Adventure', 'Fantasy']",9,3,0.5,True,True,True
8460,The Last Post,"(6, 7]",1982,3.258096538021482,2.4849066497880004,1.791759469228055,2.8903717578961645,tvEpisode,False,0.6931471805599453,['GB'],['Comedy'],7,1,0.0,False,False,False
8461,Nostalgi,"(9, 10]",2020,2.772588722239781,2.833213344056216,1.791759469228055,2.1972245773362196,short,False,0.6931471805599453,['ID'],"['Sci-Fi', 'Short']",10,2,0.0,False,False,False
8462,Individual Circumstances,"(6, 7]",2023,2.8903717578961645,5.641907070938114,3.784189633918261,1.6094379124341003,tvMiniSeries,True,2.302585092994046,['KR'],"['Drama', 'Romance']",7,2,0.6666666666666666,False,False,False
8463,The Bayside Triangle,"(7, 8]",1992,3.1780538303479458,5.8805329864007,0.6931471805599453,4.07753744390572,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Family', 'Romance']",8,3,1.0,False,False,False
8464,Scarf of Mist Thigh of Satin,"(7, 8]",1967,4.394449154672439,2.4849066497880004,0.6931471805599453,2.6390573296152584,movie,False,1.6094379124341003,['US'],['Drama'],8,1,0.0,False,False,False
8465,Amity,"(8, 9]",2012,4.394449154672439,2.5649493574615367,2.302585092994046,3.332204510175204,movie,False,0.6931471805599453,['US'],['Drama'],9,1,0.0,False,False,False
8466,La jolie fille de Perth,"(7, 8]",1998,5.017279836814924,2.302585092994046,0.0,3.091042453358316,tvMovie,False,0.6931471805599453,['FR'],"['Drama', 'Music']",8,2,0.0,False,False,False
8467,Apollos v Jukeboxers,"(7, 8]",2021,3.713572066704308,1.9459101490553132,0.0,3.9318256327243257,tvEpisode,False,0.6931471805599453,['GB'],['Game-Show'],8,1,0.0,False,False,False
8468,De Cock en de moord op de psychiater,"(7, 8]",1999,3.784189633918261,3.295836866004329,0.0,4.143134726391533,tvEpisode,False,0.6931471805599453,['NL'],"['Crime', 'Drama', 'Mystery']",8,3,0.0,False,False,False
8469,Letters,"(8, 9]",1980,3.258096538021482,6.246106765481563,1.6094379124341003,3.871201010907891,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Drama', 'War']",9,3,0.3333333333333333,False,False,False
8470,Lõppematu päev,"(7, 8]",1990,3.4339872044851463,2.9444389791664403,0.6931471805599453,3.258096538021482,short,False,0.6931471805599453,['SUHH'],['Short'],8,1,0.0,False,False,False
8471,Crazy Climber 2,"(5, 6]",1988,3.273392705380262,2.8903717578961645,0.6931471805599453,0.6931471805599453,videoGame,False,0.6931471805599453,['JP'],['Action'],6,1,0.0,False,False,False
8472,Prosperity for 2008,"(4, 5]",2008,0.6931471805599453,2.6390573296152584,0.0,0.6931471805599453,short,False,0.6931471805599453,['TH'],['Short'],5,1,0.0,False,False,False
8473,The Smugglers: Episode 2,"(5, 6]",1966,3.258096538021482,5.886104031450156,0.6931471805599453,3.828641396489095,tvEpisode,False,0.6931471805599453,['GB'],"['Adventure', 'Drama', 'Family']",6,3,0.3333333333333333,False,False,False
8474,Wong ga si je IV: Jik gik jing yan,"(7, 8]",1989,4.553876891600541,7.530479995245536,3.5263605246161616,4.418840607796598,movie,False,2.9444389791664403,['HK'],"['Action', 'Comedy', 'Crime']",8,3,0.6851851851851852,False,False,False
8475,Episode #1.7,"(8, 9]",2020,4.430816798843313,6.453624998892692,4.31748811353631,4.02535169073515,tvEpisode,False,2.0794415416798357,['KR'],"['Adventure', 'Comedy', 'Drama']",9,3,0.5,False,False,False
8476,Apno Se Bewafai,"(7, 8]",2023,4.51085950651685,2.8903717578961645,0.6931471805599453,2.6390573296152584,movie,False,0.6931471805599453,['IN'],['Drama'],8,1,0.0,False,False,False
8477,We Did It,"(5, 6]",1936,1.9459101490553132,5.278114659230517,1.0986122886681098,2.8903717578961645,short,False,1.0986122886681098,['US'],"['Animation', 'Comedy', 'Family']",6,3,0.0,False,False,False
8478,Historias breves IV: Happy cool,"(6, 7]",2004,2.6390573296152584,2.4849066497880004,1.3862943611198906,2.9444389791664403,short,False,0.6931471805599453,['AR'],"['Comedy', 'Drama', 'Sci-Fi']",7,3,0.0,False,False,False
8479,Sumergible,"(6, 7]",2020,4.394449154672439,5.918893854273146,2.70805020110221,3.828641396489095,movie,False,1.791759469228055,"['EC', 'CO']",['Thriller'],7,1,1.0,False,False,True
8480,The Secret Diary of the Holocaust,"(6, 7]",2009,4.465908118654584,4.174387269895637,0.6931471805599453,2.833213344056216,tvMovie,False,0.6931471805599453,['GB'],['Documentary'],7,1,0.5,False,False,False
8481,Blore M.P.,"(6, 7]",1989,3.713572066704308,2.5649493574615367,1.3862943611198906,4.02535169073515,tvEpisode,False,0.6931471805599453,['GB'],"['Comedy', 'Crime', 'Drama']",7,3,0.0,False,False,False
8482,ATO Chapter 01,"(8, 9]",2017,2.5649493574615367,2.4849066497880004,2.6390573296152584,3.6635616461296463,short,False,0.6931471805599453,['IN'],"['Drama', 'Sci-Fi', 'Short']",9,3,0.0,False,True,False
8483,Red Wind,"(3, 4]",1991,4.543294782270004,4.736198448394496,1.0986122886681098,4.04305126783455,tvMovie,False,2.3978952727983707,['US'],"['Mystery', 'Thriller']",4,2,0.4,False,False,False
8484,Wally's Dinner Date,"(8, 9]",1962,3.4339872044851463,5.153291594497779,2.3978952727983707,3.4339872044851463,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Family']",9,2,0.0,False,False,False
8485,Nero's Golden House,"(6, 7]",2001,3.9318256327243257,3.1780538303479458,1.3862943611198906,2.0794415416798357,video,False,0.6931471805599453,['GB'],['Documentary'],7,1,0.0,False,True,False
8486,World Record,"(7, 8]",2003,2.3978952727983707,8.589699882202986,2.6390573296152584,3.8501476017100584,video,False,2.3978952727983707,['US'],"['Animation', 'Sci-Fi', 'Short']",8,3,0.22727272727272727,False,False,False
8487,Suffer the Little Children,"(8, 9]",1963,4.110873864173311,2.3978952727983707,0.0,3.1354942159291497,tvEpisode,False,0.6931471805599453,['US'],['Drama'],9,1,0.0,False,False,False
8488,Twenty Million Sweethearts,"(6, 7]",1934,4.499809670330265,6.192362489474872,3.2188758248682006,4.59511985013459,movie,False,2.5649493574615367,['US'],"['Comedy', 'Musical', 'Mystery']",7,3,0.3333333333333333,False,False,False
8489,Rites of Passage,"(7, 8]",1986,4.110873864173311,3.8501476017100584,0.6931471805599453,4.290459441148391,tvEpisode,False,0.6931471805599453,['US'],"['Crime', 'Drama', 'Mystery']",8,3,0.0,False,False,False
8490,Chto skazal XIII syezd partii (o kooperatsii),"(4, 5]",1925,2.5649493574615367,2.772588722239781,0.6931471805599453,0.0,short,False,1.6094379124341003,['SUHH'],"['Animation', 'Documentary', 'Short']",5,3,0.0,False,False,False
8491,Hennes lilla majestät,"(5, 6]",1925,4.30406509320417,2.4849066497880004,3.5263605246161616,3.367295829986474,movie,False,2.0794415416798357,['SE'],"['Comedy', 'Drama']",6,2,0.0,False,False,False
8492,Hilo 3,"(7, 8]",2023,4.51085950651685,2.1972245773362196,4.189654742026425,4.356708826689592,movie,False,0.6931471805599453,['US'],"['Action', 'Crime', 'Drama']",8,3,0.0,False,True,False
8493,Parkway Drive - The DVD,"(8, 9]",2009,4.219507705176107,2.8903717578961645,2.0794415416798357,3.091042453358316,movie,False,0.6931471805599453,['AU'],"['Documentary', 'Music']",9,2,0.0,False,False,False
8494,Anomaly,"(5, 6]",2021,3.9318256327243257,8.10349427838097,2.70805020110221,6.037870919922137,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Drama']",6,3,0.06451612903225806,False,False,False
8495,Chapel of the Damned,"(7, 8]",1974,4.110873864173311,4.852030263919617,1.0986122886681098,3.784189633918261,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Crime', 'Drama']",8,3,0.0,False,False,False
8496,The Vulture's Prey,"(4, 5]",1922,4.51085950651685,2.302585092994046,0.0,2.833213344056216,movie,False,0.6931471805599453,['ZA'],['Adventure'],5,1,0.0,False,False,False
8497,Itsenäisyyspäivä 1940 Helsingissä,"(6, 7]",1940,2.1972245773362196,1.9459101490553132,0.0,1.6094379124341003,short,False,1.0986122886681098,['FI'],"['Documentary', 'Short']",7,2,0.0,False,False,False
8498,Trafics,"(6, 7]",2012,3.970291913552122,2.9444389791664403,0.6931471805599453,5.043425116919247,tvSeries,True,1.6094379124341003,['FR'],['Comedy'],7,1,0.0,False,False,False
8499,Pyretos stin asfalto,"(6, 7]",1967,4.532599493153256,4.795790545596741,4.0943445622221,3.6375861597263857,movie,False,1.6094379124341003,['GR'],"['Crime', 'Drama', 'Thriller']",7,3,0.0,True,False,False
8500,Changes,"(5, 6]",1991,4.564348191467836,6.1675164908883415,1.6094379124341003,4.382026634673881,tvMovie,False,2.5649493574615367,['US'],"['Drama', 'Romance']",6,2,0.2,False,False,False
8501,Storm,"(5, 6]",2022,4.430816798843313,6.111467339502679,1.0986122886681098,4.290459441148391,movie,False,1.9459101490553132,['NO'],"['Drama', 'Mystery']",6,2,1.0,True,False,False
8502,Sayeh,"(9, 10]",2007,2.5649493574615367,2.1972245773362196,0.0,2.9444389791664403,short,False,0.6931471805599453,"['CA', 'US']","['Drama', 'Short']",10,2,0.0,True,False,True
8503,The Brain of Morbius: Part Two,"(8, 9]",1976,3.258096538021482,6.400257445308821,1.9459101490553132,3.5553480614894135,tvEpisode,False,0.6931471805599453,['GB'],"['Adventure', 'Drama', 'Family']",9,3,0.2,False,False,False
8504,Flickornas Alfred,"(4, 5]",1935,4.574710978503383,3.4339872044851463,3.5553480614894135,4.060443010546419,movie,False,1.3862943611198906,['SE'],"['Comedy', 'Drama']",5,2,0.0,False,False,False
8505,Star Trek V: The Final Frontier,"(5, 6]",1989,4.68213122712422,11.083771989848263,5.3471075307174685,6.0867747269123065,movie,False,3.6888794541139363,['US'],"['Action', 'Adventure', 'Fantasy']",6,3,0.18487394957983194,True,True,False
8506,Ultimate Air Jaws,"(7, 8]",2010,4.110873864173311,3.4339872044851463,0.0,2.772588722239781,tvEpisode,False,0.6931471805599453,['US'],['Documentary'],8,1,0.0,True,False,False
8507,Akatsuki no hijôsen,"(6, 7]",1957,4.343805421853684,2.0794415416798357,0.0,3.091042453358316,movie,False,1.0986122886681098,['JP'],['Crime'],7,1,0.0,False,False,False
8508,Strings,"(5, 6]",2012,4.499809670330265,4.543294782270004,0.6931471805599453,4.330733340286331,movie,False,1.0986122886681098,['GB'],['Drama'],6,1,0.8333333333333334,True,False,False
8509,Crazy Land,"(6, 7]",2011,3.4657359027997265,2.6390573296152584,0.0,2.4849066497880004,tvSeries,True,0.6931471805599453,['GB'],['Reality-TV'],7,1,0.0,False,False,False
8510,Princess 'Daya' Reese,"(6, 7]",2021,4.7535901911063645,4.30406509320417,0.6931471805599453,5.783825182329737,movie,False,1.6094379124341003,['PH'],"['Comedy', 'Romance']",7,2,0.0,False,True,False
8511,Les hommes ne pensent qu'à ça,"(5, 6]",1954,4.2626798770413155,4.477336814478207,1.0986122886681098,3.8501476017100584,movie,False,2.302585092994046,['FR'],['Comedy'],6,1,0.0,False,False,False
8512,Zolotoye runo,"(5, 6]",1982,4.51085950651685,3.1780538303479458,2.70805020110221,4.02535169073515,movie,False,1.3862943611198906,['SUHH'],"['Action', 'Crime']",6,2,0.0,False,False,False
8513,Bugles in the Afternoon,"(5, 6]",1952,4.454347296253507,6.1675164908883415,2.70805020110221,4.276666119016055,movie,False,3.091042453358316,['US'],"['Drama', 'Western']",6,2,0.2,False,False,False
8514,Week 3: Thursday,"(7, 8]",2022,3.4011973816621555,2.4849066497880004,0.0,3.9512437185814275,tvEpisode,False,0.6931471805599453,['GB'],['Game-Show'],8,1,0.0,False,False,False
8515,Pride Shockwave 2005,"(7, 8]",2005,4.110873864173311,2.302585092994046,0.6931471805599453,3.4657359027997265,tvSpecial,False,0.6931471805599453,['JP'],['Sport'],8,1,0.0,False,False,False
8516,At Two Thirty,"(2, 3]",2019,4.51085950651685,3.367295829986474,0.6931471805599453,1.6094379124341003,movie,False,0.6931471805599453,['CN'],"['Horror', 'Thriller']",3,2,0.0,False,False,False
8517,Esu azawaizu,"(6, 7]",2003,3.258096538021482,4.454347296253507,2.9444389791664403,4.8283137373023015,tvSeries,True,2.3978952727983707,['JP'],"['Action', 'Animation', 'Fantasy']",7,3,0.8,False,False,False
8518,The Son'll Come Out,"(7, 8]",2010,3.4011973816621555,4.343805421853684,0.0,4.007333185232471,tvEpisode,False,0.6931471805599453,['GB'],['Comedy'],8,1,0.0,False,False,False
8519,Fee Fi Fo Fumble/Augie the Watch Dog/Bow-Wow Bandit,"(6, 7]",1959,3.4339872044851463,3.367295829986474,0.0,3.295836866004329,tvEpisode,False,0.6931471805599453,['US'],"['Animation', 'Comedy', 'Family']",7,3,0.0,False,False,False
