,originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalCredits,titleType,canHaveEpisodes,numRegions,countryOfOrigin,genres,ratingNum,numGenres,criticReviewsRatio,awardsAndNominations,hasVideos,moreCountriesOfOrigin
4761,Body paint,"(7, 8]",2012,3.1354942159291497,5.8289456176102075,2.772588722239781,4.564348191467836,tvEpisode,False,0.6931471805599453,['JP'],"['Animation', 'Drama', 'Fantasy']",8,3,0.0,False,False,False
4762,The Party,"(6, 7]",2022,2.70805020110221,3.091042453358316,0.6931471805599453,4.07753744390572,tvEpisode,False,0.6931471805599453,['GB'],['Comedy'],7,1,0.5,False,False,False
4763,Murder One,"(8, 9]",1995,4.110873864173311,7.826443135456014,3.970291913552122,6.359573868672378,tvSeries,True,2.995732273553991,['US'],"['Crime', 'Drama', 'Mystery']",9,3,0.12962962962962962,True,True,False
4764,Dance with Undershaft (Phase 2),"(7, 8]",2012,3.2188758248682006,3.7612001156935624,1.0986122886681098,3.8918202981106265,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Animation', 'Crime']",8,3,0.0,False,False,False
4765,Episode dated 18 April 2011,"(9, 10]",2011,3.713572066704308,2.302585092994046,0.0,2.4849066497880004,tvEpisode,False,2.0794415416798357,['US'],['Talk-Show'],10,1,0.0,False,False,False
4766,No Greater Gift,"(5, 6]",1985,3.828641396489095,3.2188758248682006,0.0,3.044522437723423,tvEpisode,False,0.6931471805599453,['US'],"['Adventure', 'Comedy', 'Drama']",6,3,0.0,False,False,False
4767,The Lurking Peril,"(3, 4]",1919,5.707110264748875,3.332204510175204,0.6931471805599453,2.3978952727983707,movie,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Drama']",4,3,0.0,False,False,False
4768,Amar a Morir,"(6, 7]",2019,4.110873864173311,2.4849066497880004,3.4657359027997265,3.8501476017100584,tvSeries,True,0.6931471805599453,['CL'],['Drama'],7,1,0.0,True,False,False
4769,Together Forever,"(6, 7]",2023,3.4657359027997265,2.5649493574615367,1.0986122886681098,3.044522437723423,tvSeries,True,1.3862943611198906,['US'],['Romance'],7,1,0.0,False,False,False
4770,Daredevil Musthafa,"(7, 8]",2023,5.081404364984463,6.825460036255307,2.5649493574615367,3.5553480614894135,movie,False,1.9459101490553132,['IN'],"['Comedy', 'Drama']",8,2,0.13636363636363635,True,True,False
4771,Hanging by a Thread,"(6, 7]",1987,3.713572066704308,4.382026634673881,1.3862943611198906,4.762173934797756,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Animation', 'Comedy']",7,3,0.75,False,False,False
4772,Episode #1.17,"(6, 7]",1973,3.713572066704308,2.9444389791664403,0.6931471805599453,3.367295829986474,tvEpisode,False,2.0794415416798357,['US'],"['Comedy', 'Game-Show']",7,2,0.0,False,False,False
4773,Rosette cherche une chambre,"(5, 6]",1987,2.772588722239781,2.6390573296152584,1.6094379124341003,2.6390573296152584,short,False,0.6931471805599453,['FR'],['Short'],6,1,0.0,False,False,False
4774,Charlotje,"(5, 6]",1998,2.6390573296152584,2.995732273553991,0.0,2.70805020110221,short,False,0.6931471805599453,['BE'],"['Drama', 'Short']",6,2,0.0,False,False,False
4775,I lexi pou de les,"(8, 9]",2016,3.4657359027997265,4.653960350157523,4.634728988229636,4.330733340286331,tvSeries,True,1.0986122886681098,['GR'],['Drama'],9,1,0.0,False,True,False
4776,The March of the White Elephants,"(7, 8]",2015,3.970291913552122,2.8903717578961645,0.6931471805599453,2.70805020110221,movie,False,1.3862943611198906,"['BR', 'ZA']","['Documentary', 'Sport']",8,2,0.0,False,False,True
4777,Close Encounters of the 4th Kind: Infestation from Mars,"(3, 4]",2004,4.343805421853684,4.330733340286331,0.6931471805599453,3.2188758248682006,video,False,0.6931471805599453,['US'],['Sci-Fi'],4,1,0.0,False,False,False
4778,Voodoo Vixens,"(5, 6]",1991,4.343805421853684,4.624972813284271,0.0,2.6390573296152584,video,False,0.6931471805599453,['US'],['Adult'],6,1,0.0,False,False,False
4779,Laada,"(6, 7]",1991,4.394449154672439,2.4849066497880004,1.0986122886681098,2.3978952727983707,movie,False,1.3862943611198906,['BF'],['Drama'],7,1,0.0,False,False,False
4780,Quandary,"(7, 8]",1985,3.8918202981106265,4.7535901911063645,0.6931471805599453,4.382026634673881,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Romance']",8,2,0.0,False,False,False
4781,Up in the Air,"(8, 9]",1994,3.713572066704308,3.1780538303479458,0.0,4.189654742026425,tvEpisode,False,0.6931471805599453,['US'],['Drama'],9,1,0.0,False,False,False
4782,An Unforgettable Day,"(7, 8]",1978,3.2188758248682006,2.3978952727983707,0.0,3.091042453358316,tvEpisode,False,0.6931471805599453,['JP'],"['Animation', 'Drama']",8,2,0.0,False,False,False
4783,Model in the Lake,"(7, 8]",1959,3.4339872044851463,2.772588722239781,0.0,3.4011973816621555,tvEpisode,False,0.6931471805599453,['US'],"['Crime', 'Drama', 'Thriller']",8,3,0.0,False,False,False
4784,Episode #1.1,"(7, 8]",2022,4.02535169073515,4.983606621708336,2.5649493574615367,5.293304824724492,tvEpisode,False,2.0794415416798357,['AU'],"['Crime', 'Drama', 'Mystery']",8,3,0.0,False,False,False
4785,Gekijouban Toriniti sebun: Yuukyuu toshokan to rekinjutsu shoujo,"(6, 7]",2017,4.02535169073515,6.263398262591624,2.5649493574615367,5.313205979041787,movie,False,1.791759469228055,['JP'],"['Action', 'Animation', 'Comedy']",7,3,0.0,False,False,False
4786,Separated at Worth,"(7, 8]",2006,4.465908118654584,3.9318256327243257,1.0986122886681098,3.332204510175204,tvMovie,False,0.6931471805599453,['US'],['Comedy'],8,1,0.0,False,False,False
4787,Misfit,"(4, 5]",2017,4.465908118654584,6.210600077024653,2.833213344056216,5.049856007249537,movie,False,1.6094379124341003,['NL'],"['Comedy', 'Family']",5,2,0.25,True,False,False
4788,The Snowman That Cannot Be Smashed: Part 1,"(7, 8]",2007,3.713572066704308,3.828641396489095,0.6931471805599453,2.4849066497880004,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Animation', 'Comedy']",8,3,0.0,False,False,False
4789,The Bird That Cried Pig,"(6, 7]",2013,1.0986122886681098,3.295836866004329,0.6931471805599453,4.465908118654584,tvEpisode,False,0.6931471805599453,['FI'],"['Action', 'Adventure', 'Animation']",7,3,1.0,False,False,False
4790,Emmanuelle y Carol,"(4, 5]",1978,4.418840607796598,4.1588830833596715,1.0986122886681098,3.6109179126442243,movie,False,0.6931471805599453,['ES'],['Drama'],5,1,0.0,False,False,False
4791,Backstretch,"(6, 7]",1983,4.110873864173311,1.9459101490553132,0.0,2.3978952727983707,tvSeries,True,0.6931471805599453,['CA'],['Drama'],7,1,0.0,False,False,False
4792,Episode 32,"(7, 8]",2023,3.713572066704308,2.0794415416798357,0.0,1.791759469228055,tvEpisode,False,0.6931471805599453,['GB'],"['Documentary', 'Game-Show', 'Reality-TV']",8,3,0.0,False,False,False
4793,The Clown,"(6, 7]",1953,4.51085950651685,6.274762021241939,2.70805020110221,4.795790545596741,movie,False,2.833213344056216,['US'],"['Comedy', 'Drama']",7,2,0.047619047619047616,False,True,False
4794,Travelling Light,"(8, 9]",1992,3.713572066704308,3.8066624897703196,2.8903717578961645,3.4965075614664802,tvEpisode,False,0.6931471805599453,['GB'],"['Crime', 'Drama']",9,2,0.5,False,False,False
4795,Jonathan Silverman,"(4, 5]",1997,3.713572066704308,2.8903717578961645,0.0,3.4657359027997265,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'News', 'Talk-Show']",5,3,0.0,False,False,False
4796,Supîdo dokei,"(5, 6]",1979,2.4849066497880004,1.9459101490553132,1.0986122886681098,2.6390573296152584,tvEpisode,False,0.6931471805599453,['JP'],"['Adventure', 'Animation', 'Comedy']",6,3,0.0,False,False,False
4797,Mutoid Waste Company,"(8, 9]",1998,3.4339872044851463,2.3978952727983707,0.0,1.6094379124341003,short,False,0.6931471805599453,['AT'],['Short'],9,1,0.0,False,False,False
4798,1080° Snowboarding,"(7, 8]",1998,3.273392705380262,5.356586274672012,1.791759469228055,3.6635616461296463,videoGame,False,0.6931471805599453,"['US', 'JP']",['Sport'],8,1,0.0,True,False,True
4799,The Man Who Could Not Die,"(6, 7]",1979,3.8501476017100584,5.198497031265826,3.6888794541139363,4.189654742026425,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Fantasy']",7,3,0.0,False,False,False
4800,Pour mon fils,"(7, 8]",1998,4.465908118654584,2.3978952727983707,1.6094379124341003,3.2188758248682006,tvMovie,False,0.6931471805599453,['FR'],['Drama'],8,1,0.0,False,False,False
4801,Jeg elsker dig,"(7, 8]",2013,3.7612001156935624,4.859812404361672,4.499809670330265,4.553876891600541,tvEpisode,False,0.6931471805599453,['DK'],"['Comedy', 'Drama']",8,2,0.0,False,False,False
4802,Hornblower: The Even Chance,"(8, 9]",1998,4.543294782270004,8.727129915243166,2.995732273553991,4.927253685157205,tvMovie,False,2.5649493574615367,['GB'],"['Adventure', 'Drama', 'War']",9,3,0.1590909090909091,True,False,False
4803,ManneZimmer,"(6, 7]",1997,3.4657359027997265,3.044522437723423,0.0,3.4011973816621555,tvSeries,True,0.6931471805599453,['CH'],['Comedy'],7,1,0.0,False,False,False
4804,Pancho and the Pachyderm,"(7, 8]",1952,3.4339872044851463,3.1780538303479458,0.6931471805599453,3.044522437723423,tvEpisode,False,0.6931471805599453,['US'],['Western'],8,1,0.0,False,False,False
4805,All Def Comedy,"(7, 8]",2017,3.4339872044851463,4.442651256490317,2.0794415416798357,4.51085950651685,tvSeries,True,1.0986122886681098,['US'],['Comedy'],8,1,0.0,False,True,False
4806,"Baby, It's Cold Outside","(7, 8]",1992,3.4339872044851463,5.808142489980444,0.6931471805599453,4.07753744390572,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Family']",8,2,0.0,False,False,False
4807,Split Ends,"(6, 7]",2013,1.6094379124341003,2.0794415416798357,2.1972245773362196,2.772588722239781,short,False,0.6931471805599453,['US'],"['Adventure', 'Animation', 'Short']",7,3,0.0,True,False,False
4808,Friday,"(7, 8]",2023,3.1354942159291497,6.309918278226516,1.0986122886681098,5.049856007249537,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Crime']",8,2,1.0,False,False,False
4809,Crook & Chase,"(7, 8]",1996,3.4657359027997265,2.772588722239781,1.9459101490553132,3.4657359027997265,tvSeries,True,0.6931471805599453,['US'],"['Music', 'Talk-Show']",8,2,0.0,False,False,False
4810,The Ascension of the Angels,"(8, 9]",1993,3.2188758248682006,2.6390573296152584,0.0,3.58351893845611,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Animation', 'Drama']",9,3,0.0,False,False,False
4811,Little Nell,"(4, 5]",1917,2.5649493574615367,2.995732273553991,0.0,0.6931471805599453,short,False,0.6931471805599453,['US'],['Short'],5,1,0.0,False,False,False
4812,A Country Romance,"(5, 6]",2021,4.430816798843313,6.054439346269371,1.0986122886681098,4.04305126783455,tvMovie,False,2.302585092994046,['US'],"['Comedy', 'Romance']",6,2,0.13333333333333333,False,True,False
4813,Subimago,"(7, 8]",2017,4.060443010546419,2.302585092994046,2.302585092994046,3.4965075614664802,movie,False,0.6931471805599453,['FR'],"['Drama', 'Fantasy', 'Mystery']",8,3,1.0,True,False,False
4814,HBO First Look,"(6, 7]",1992,2.6390573296152584,6.1903154058531475,4.30406509320417,8.51197962436335,tvSeries,True,1.791759469228055,['US'],"['Documentary', 'Short']",7,2,0.0,True,False,False
4815,Die Frau des Heimkehrers,"(3, 4]",2006,4.465908118654584,4.356708826689592,0.6931471805599453,3.6375861597263857,tvMovie,False,1.0986122886681098,['DE'],"['Drama', 'History', 'Romance']",4,3,0.6666666666666666,True,False,False
4816,Terrace House: Closing Door,"(5, 6]",2015,4.867534450455582,4.762173934797756,1.0986122886681098,2.70805020110221,movie,False,1.6094379124341003,['JP'],"['Drama', 'Reality-TV']",6,2,0.0,False,False,False
4817,Hot Cherry Pies 3,"(5, 6]",2005,5.484796933490655,2.9444389791664403,0.0,4.04305126783455,video,False,0.6931471805599453,['US'],['Adult'],6,1,0.0,False,False,False
4818,I Remember Nothing,"(5, 6]",2015,3.1780538303479458,3.828641396489095,1.0986122886681098,2.8903717578961645,short,False,0.6931471805599453,['US'],"['Drama', 'Short']",6,2,0.0,True,False,False
4819,"Black Diamond Express, No. 2","(3, 4]",1897,2.5649493574615367,3.4965075614664802,0.0,1.0986122886681098,short,False,0.6931471805599453,['US'],"['Documentary', 'Short']",4,2,0.0,False,False,False
4820,Shadow Bound,"(8, 9]",2013,3.044522437723423,4.290459441148391,2.772588722239781,5.170483995038151,tvMiniSeries,True,0.6931471805599453,['US'],['Horror'],9,1,0.0,True,False,False
4821,Single White Sister,"(7, 8]",1993,3.8501476017100584,4.718498871295094,0.6931471805599453,4.61512051684126,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Romance']",8,2,0.0,False,False,False
4822,Mananabas,"(5, 6]",2001,4.68213122712422,3.6635616461296463,0.6931471805599453,4.418840607796598,movie,False,1.0986122886681098,['PH'],"['Action', 'Horror', 'Thriller']",6,3,0.0,False,False,False
4823,Bullet Ballet,"(6, 7]",1998,4.477336814478207,8.075893630298857,2.3978952727983707,4.07753744390572,movie,False,2.4849066497880004,['JP'],"['Crime', 'Drama', 'Thriller']",7,3,0.5932203389830508,True,False,False
4824,Episode #9.1,"(7, 8]",2013,3.713572066704308,2.1972245773362196,0.0,3.4011973816621555,tvEpisode,False,2.0794415416798357,['US'],"['Comedy', 'Music', 'Talk-Show']",8,3,0.0,False,False,False
4825,The Broken Badge,"(7, 8]",1978,4.543294782270004,3.713572066704308,1.0986122886681098,4.394449154672439,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Crime', 'Drama']",8,3,0.0,False,False,False
4826,Poor Box,"(7, 8]",1983,3.2188758248682006,2.70805020110221,2.1972245773362196,3.4965075614664802,tvEpisode,False,0.6931471805599453,['GB'],['Comedy'],8,1,0.0,False,False,False
4827,"Frank Merriwell in Arizona; or, The Mystery Mine","(4, 5]",1910,3.332204510175204,2.5649493574615367,1.0986122886681098,0.6931471805599453,short,False,0.6931471805599453,['US'],"['Short', 'Western']",5,2,0.0,False,False,False
4828,Getting Barry's Goat,"(7, 8]",2001,3.4011973816621555,3.4339872044851463,1.3862943611198906,3.970291913552122,tvEpisode,False,0.6931471805599453,['GB'],['Comedy'],8,1,0.3333333333333333,False,False,False
4829,The Wisdom of Solomon,"(8, 9]",1977,3.9318256327243257,5.955837369464831,1.0986122886681098,3.8918202981106265,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Family', 'Romance']",9,3,0.0,False,False,False
4830,Hong Xi Guan,"(6, 7]",1977,4.51085950651685,7.578145472419466,3.58351893845611,4.1588830833596715,movie,False,2.833213344056216,['HK'],"['Action', 'Drama']",7,2,0.5961538461538461,False,True,False
4831,Style 2,"(7, 8]",1994,4.343805421853684,3.044522437723423,0.0,2.9444389791664403,video,False,0.6931471805599453,['US'],['Adult'],8,1,0.0,False,False,False
4832,Amanita Pestilens,"(5, 6]",1963,4.382026634673881,4.02535169073515,2.70805020110221,3.6635616461296463,movie,False,0.6931471805599453,['CA'],"['Comedy', 'Fantasy']",6,2,0.75,False,False,False
4833,Phobia,"(7, 8]",2014,3.713572066704308,6.066108090103747,1.3862943611198906,5.043425116919247,tvEpisode,False,0.6931471805599453,['US'],"['Crime', 'Drama', 'Thriller']",8,3,0.0,False,True,False
4834,Frauensee,"(5, 6]",2012,4.454347296253507,5.556828061699537,1.0986122886681098,3.58351893845611,movie,False,1.3862943611198906,['DE'],['Drama'],6,1,0.8571428571428571,True,False,False
4835,"Vengeance, Part 1","(8, 9]",2012,3.8918202981106265,6.421622267806518,2.3978952727983707,5.384495062789089,tvEpisode,False,0.6931471805599453,['GB'],"['Action', 'Drama', 'Thriller']",9,3,0.0,False,False,False
4836,Il n'y a pas de fumée sans feu,"(6, 7]",1973,4.51085950651685,5.241747015059643,1.0986122886681098,4.0943445622221,movie,False,2.772588722239781,"['FR', 'IT']",['Drama'],7,1,0.0,True,False,True
4837,Fou d'amour,"(6, 7]",2015,4.68213122712422,5.501258210544727,0.6931471805599453,4.290459441148391,movie,False,1.791759469228055,['FR'],"['Drama', 'Romance']",7,2,0.6666666666666666,True,True,False
4838,Fire!,"(6, 7]",1901,1.791759469228055,6.706862336602747,1.9459101490553132,1.3862943611198906,short,False,1.6094379124341003,['GB'],"['Action', 'Drama', 'Short']",7,3,0.3333333333333333,False,False,False
4839,Every Woman Has a Foot Fantasy,"(8, 9]",1996,4.663439094112067,3.1780538303479458,0.0,2.3978952727983707,video,False,0.6931471805599453,['US'],['Adult'],9,1,0.0,True,False,False
4840,Bette Midler/Bryan Washington,"(6, 7]",2020,3.7376696182833684,2.8903717578961645,0.0,3.295836866004329,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Talk-Show']",7,2,0.0,False,False,False
4841,The Silent Sea,"(6, 7]",2021,3.8918202981106265,6.664409020350408,2.302585092994046,3.9512437185814275,tvEpisode,False,0.6931471805599453,['KR'],"['Adventure', 'Drama', 'Mystery']",7,3,0.375,False,False,False
4842,Furore,"(5, 6]",1997,3.4657359027997265,2.302585092994046,0.6931471805599453,5.480638923341991,tvSeries,True,0.6931471805599453,['IT'],"['Game-Show', 'Music']",6,2,0.0,False,False,False
4843,Sins of the Fathers Chapter 14: The Turning Point,"(8, 9]",1996,3.1354942159291497,6.63200177739563,2.302585092994046,3.58351893845611,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Animation']",9,3,0.0,False,False,False
4844,Cobra the Animation,"(7, 8]",2008,3.4657359027997265,5.54907608489522,4.430816798843313,3.713572066704308,tvSeries,True,1.791759469228055,['JP'],"['Action', 'Adventure', 'Animation']",8,3,0.0,False,True,False
4845,Dragonzball P,"(8, 9]",2011,2.5649493574615367,3.091042453358316,0.6931471805599453,2.1972245773362196,short,False,0.6931471805599453,['US'],"['Animation', 'Comedy', 'Short']",9,3,0.0,False,False,False
4846,Behind the Dune,"(8, 9]",2016,3.273392705380262,2.302585092994046,0.0,1.6094379124341003,videoGame,False,0.6931471805599453,['FR'],"['Adventure', 'Animation', 'Comedy']",9,3,0.0,False,False,False
4847,Ulf og Claus Show,"(7, 8]",1980,3.4657359027997265,2.302585092994046,0.0,2.0794415416798357,tvSeries,True,0.6931471805599453,['DK'],['Comedy'],8,1,0.0,False,False,False
4848,Misono yunibâsu,"(6, 7]",2015,4.6443908991413725,5.7899601708972535,1.0986122886681098,3.258096538021482,movie,False,1.9459101490553132,['JP'],"['Comedy', 'Drama', 'Music']",7,3,0.9444444444444444,True,False,False
4849,Forbidden Land,"(4, 5]",1989,3.1780538303479458,1.9459101490553132,0.0,3.2188758248682006,tvEpisode,False,0.6931471805599453,['FR'],"['Action', 'Adventure', 'Drama']",5,3,0.0,False,False,False
4850,True Love,"(6, 7]",2010,4.465908118654584,4.174387269895637,0.0,2.772588722239781,tvMovie,False,0.6931471805599453,['US'],['Comedy'],7,1,0.0,False,False,False
4851,Domesday,"(6, 7]",2010,4.465908118654584,2.833213344056216,0.0,3.295836866004329,tvMovie,False,0.6931471805599453,['GB'],['Documentary'],7,1,0.0,False,False,False
4852,Tight Squeeze,"(7, 8]",1985,3.1780538303479458,5.135798437050262,1.0986122886681098,2.995732273553991,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Animation']",8,3,0.0,False,False,False
4853,L'amore e la guerra,"(7, 8]",2007,5.303304908059076,4.3694478524670215,0.6931471805599453,4.465908118654584,tvMovie,False,1.9459101490553132,['IT'],"['Drama', 'War']",8,2,0.5,False,False,False
4854,The Wyrm of Bwlch Pen Barras,"(6, 7]",2023,2.70805020110221,3.044522437723423,1.9459101490553132,3.5553480614894135,short,False,0.6931471805599453,['GB'],"['Horror', 'Short']",7,2,1.0,False,False,False
4855,The New King: Part One,"(8, 9]",2009,3.784189633918261,4.948759890378168,0.6931471805599453,5.337538079701318,tvEpisode,False,0.6931471805599453,['US'],"['Drama', 'Sci-Fi']",9,2,0.0,False,False,False
4856,The Country Cousin,"(6, 7]",1936,2.302585092994046,7.433666540166168,1.791759469228055,2.995732273553991,short,False,2.833213344056216,['US'],"['Animation', 'Comedy', 'Family']",7,3,0.13333333333333333,True,False,False
4857,Romero,"(7, 8]",1989,4.634728988229636,7.820037989458753,2.8903717578961645,4.990432586778736,movie,False,2.70805020110221,"['US', 'MX']","['Biography', 'Crime', 'Drama']",8,3,0.3,True,True,True
4858,The Tragedy of Hamlet,"(7, 8]",2002,4.90527477843843,4.7535901911063645,0.6931471805599453,4.465908118654584,tvMovie,False,1.3862943611198906,"['FR', 'GB', 'JP']",['Drama'],8,1,0.25,True,False,True
4859,Electric Playground,"(8, 9]",1997,3.4657359027997265,4.962844630259907,0.6931471805599453,5.278114659230517,tvSeries,True,1.0986122886681098,"['CA', 'US']","['Documentary', 'News']",9,2,0.0,False,False,True
4860,Do konca in naprej,"(6, 7]",1990,4.51085950651685,3.8918202981106265,0.6931471805599453,4.499809670330265,movie,False,2.0794415416798357,['XYU'],['Drama'],7,1,0.0,False,False,False
4861,Nothing But Besties,"(8, 9]",2010,2.70805020110221,2.1972245773362196,0.6931471805599453,3.8918202981106265,short,False,0.6931471805599453,['US'],"['Comedy', 'Short']",9,2,0.0,False,True,False
4862,Mi difunto marido me llama por el móvil,"(8, 9]",2004,3.713572066704308,1.9459101490553132,0.0,3.4339872044851463,tvEpisode,False,0.6931471805599453,['ES'],['Comedy'],9,1,0.0,False,False,False
4863,"Knock, Knock","(8, 9]",1987,3.4339872044851463,5.0238805208462765,1.0986122886681098,4.727387818712341,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Animation', 'Comedy']",9,3,0.8,False,False,False
4864,Amazing,"(6, 7]",2011,4.51085950651685,4.584967478670572,0.6931471805599453,1.3862943611198906,movie,False,0.6931471805599453,['US'],['Documentary'],7,1,0.0,False,False,False
4865,Krejzovi,"(4, 5]",2018,3.4657359027997265,2.9444389791664403,1.0986122886681098,6.20050917404269,tvSeries,True,0.6931471805599453,['CZ'],['Comedy'],5,1,0.0,False,False,False
4866,A Grande Cidade ou As Aventuras e Desventuras de Luzia e Seus 3 Amigos Chegados de Longe,"(6, 7]",1966,4.394449154672439,5.111987788356544,2.995732273553991,3.7612001156935624,movie,False,1.791759469228055,['BR'],"['Crime', 'Drama']",7,2,0.6,True,False,False
4867,Who to Kill?,"(8, 9]",2011,3.713572066704308,3.367295829986474,0.6931471805599453,3.6635616461296463,tvEpisode,False,0.6931471805599453,['US'],"['Comedy', 'Short']",9,2,0.0,False,False,False
4868,The Snowman,"(6, 7]",2009,4.51085950651685,3.6888794541139363,0.6931471805599453,2.4849066497880004,movie,False,1.0986122886681098,['AU'],['Documentary'],7,1,1.0,True,False,False
4869,Tax Day,"(7, 8]",1998,4.343805421853684,3.8918202981106265,1.0986122886681098,4.875197323201151,movie,False,0.6931471805599453,['US'],['Drama'],8,1,0.0,True,False,False
4870,John Ermine of Yellowstone,"(4, 5]",1917,3.9318256327243257,2.8903717578961645,1.6094379124341003,2.772588722239781,movie,False,0.6931471805599453,['US'],['Western'],5,1,0.0,False,False,False
4871,You Must Be Joking!,"(5, 6]",1965,4.61512051684126,5.986452005284438,2.1972245773362196,4.709530201312334,movie,False,1.6094379124341003,['GB'],['Comedy'],6,1,0.1724137931034483,False,False,False
4872,La casa de los conejos,"(6, 7]",2020,4.51085950651685,3.8501476017100584,1.9459101490553132,3.7376696182833684,movie,False,1.6094379124341003,"['AR', 'FR', 'ES']",['Drama'],7,1,1.0,True,False,True
4873,Der Leihmann,"(3, 4]",1995,4.454347296253507,3.044522437723423,0.0,4.2626798770413155,movie,False,0.6931471805599453,['DE'],['Comedy'],4,1,0.0,False,False,False
4874,El asalto,"(7, 8]",1960,4.51085950651685,3.367295829986474,1.6094379124341003,3.7376696182833684,movie,False,0.6931471805599453,['AR'],"['Crime', 'Drama']",8,2,0.0,False,False,False
4875,India in a Day,"(7, 8]",2016,4.465908118654584,4.7535901911063645,2.3978952727983707,4.709530201312334,movie,False,2.3978952727983707,['GB'],['Documentary'],8,1,1.0,False,False,False
4876,Ultra Security House Unit,"(7, 8]",2022,3.258096538021482,6.39024066706535,2.3978952727983707,3.6888794541139363,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Adventure', 'Animation']",8,3,1.0,False,False,False
4877,You Lied to My Face,"(8, 9]",2017,4.143134726391533,6.202535517187923,1.9459101490553132,5.736572297479192,tvEpisode,False,0.6931471805599453,['US'],"['Crime', 'Drama']",9,2,0.0,False,True,False
4878,Río Negro,"(6, 7]",1990,4.770684624465665,3.871201010907891,1.0986122886681098,3.7376696182833684,movie,False,1.3862943611198906,"['VE', 'CU', 'FR']","['Adventure', 'Drama']",7,2,0.0,True,False,True
4879,Ben 10: Alien Force - Vilgax Attacks,"(5, 6]",2009,3.273392705380262,5.5134287461649825,2.833213344056216,3.367295829986474,videoGame,False,0.6931471805599453,['US'],"['Action', 'Adventure', 'Family']",6,3,0.0,False,False,False
4880,Window on Your Present,"(6, 7]",2010,4.189654742026425,3.58351893845611,1.791759469228055,3.8501476017100584,movie,False,1.0986122886681098,['US'],"['Fantasy', 'Sci-Fi']",7,2,1.0,False,True,False
4881,Shori e no Michi! Shinjiru Kokoro ga Hiraku Ashita!,"(8, 9]",1995,3.2188758248682006,2.8903717578961645,0.0,2.772588722239781,tvEpisode,False,0.6931471805599453,['JP'],"['Action', 'Adventure', 'Animation']",9,3,0.0,False,False,False
4882,Western History,"(5, 6]",1971,2.5649493574615367,2.302585092994046,0.0,0.6931471805599453,short,False,0.6931471805599453,['US'],"['Documentary', 'History', 'Short']",6,3,0.0,False,False,False
4883,The Battling Orioles,"(6, 7]",1924,4.110873864173311,3.8066624897703196,1.9459101490553132,3.295836866004329,movie,False,1.9459101490553132,['US'],['Comedy'],7,1,0.0,False,False,False
4884,Who Wants to Be a Bitcoin Millionaire,"(6, 7]",2018,3.4011973816621555,2.1972245773362196,0.0,3.367295829986474,tvEpisode,False,0.6931471805599453,['GB'],"['Documentary', 'News']",7,2,0.0,False,False,False
4885,Kader Baglayinca,"(5, 6]",1976,4.477336814478207,4.795790545596741,0.6931471805599453,4.110873864173311,movie,False,1.0986122886681098,['TR'],"['Comedy', 'Drama', 'Romance']",6,3,0.0,False,False,False
4886,1969 - Aufbruch zum Mond,"(6, 7]",1999,3.713572066704308,2.0794415416798357,0.0,0.0,tvEpisode,False,0.6931471805599453,['DE'],"['Documentary', 'History']",7,2,0.0,False,False,False
4887,Nubs and the Flower Fiasco,"(6, 7]",2023,1.3862943611198906,4.6913478822291435,1.6094379124341003,3.8501476017100584,tvEpisode,False,0.6931471805599453,['US'],"['Action', 'Animation', 'Sci-Fi']",7,3,1.0,False,False,False
4888,Las Bestias,"(5, 6]",2015,4.51085950651685,3.4339872044851463,1.6094379124341003,2.8903717578961645,movie,False,1.3862943611198906,['AR'],['Mystery'],6,1,0.0,False,False,False
4889,Takin' It to the Limit 6: Nastier Than Ever,"(6, 7]",1995,4.454347296253507,2.70805020110221,0.0,2.9444389791664403,video,False,0.6931471805599453,['US'],['Adult'],7,1,1.0,True,False,False
4890,Beany and Cecil Meet Billy the Squid,"(6, 7]",1959,2.3978952727983707,3.258096538021482,0.0,2.4849066497880004,short,False,0.6931471805599453,['US'],"['Animation', 'Short']",7,2,0.0,False,False,False
4891,Last Call at the Gladstone Hotel,"(7, 8]",2007,4.189654742026425,3.2188758248682006,1.0986122886681098,2.8903717578961645,movie,False,0.6931471805599453,['CA'],['Documentary'],8,1,0.0,True,True,False
